,ID,type,name,Vermin,stars,votes,safety
10596,107009299,Boulder,Fear of the Unknown,V3,4.5,12,PG13
10597,112573520,Boulder,Lizard Therapy,V9,5.0,2,
10598,106331168,Boulder,Spinal Snap Right Start,V2,3.7,29,
10599,106731651,Boulder,Toothless,V3,3.3,35,
10600,107092849,Boulder,Cleopatra,V5,5.0,1,PG13
10601,108871636,Boulder,Fire on the Mountain,V1,5.0,1,X
10602,112574811,Boulder,Lounge Lizards,V12,5.0,1,PG13
10603,106322772,Boulder,Chizam SDS,V10+,5.0,1,
10604,106068521,Boulder,Rorschach Test,V11,5.0,1,
10605,107009331,Boulder,Captain Hook,V5,3.8,25,
10606,112519639,Boulder,Morning Glory,V4,5.0,1,
10607,109724272,Boulder,Izzy Lizzy,V4,5.0,1,
10608,106326679,Boulder,Circle of Life,V0+,3.2,37,
10610,106093115,Boulder,Impulse Control,V3+,2.9,43,
10611,106731632,Boulder,Feeding Frenzy,V7,4.0,21,
10613,107205724,Boulder,All Fired Up,V7,4.7,6,
10614,106095521,Boulder,Water Saps,V7-8,4.7,6,
10615,106108528,Boulder,Smiths,V1,3.5,30,
10616,106317426,Boulder,Head Butt,V1,4.0,20,
10617,106068436,Boulder,Redrum,V7,3.5,29,
10618,106635002,Boulder,The Black Stuff,V1,4.1,17,PG13
10619,106100127,Boulder,The Tall Wall,V1,3.9,19,R
10620,106070991,Boulder,Toxic Avenger,V9,4.1,16,
10621,106642872,Boulder,The Snapper,V5,4.6,5,PG13
10622,106132910,Boulder,Giant,V0,2.7,43,
10623,107032743,Boulder,There Is No Party (Right),V1,3.9,18,
10624,116578658,Boulder,Psycho Billy's Cadillac,V2+,4.7,3,
10625,112523180,Boulder,Old Ei,V8,4.7,3,
10626,106554767,Boulder,Sabres of Paradise,V7,4.7,3,
10627,112523256,Boulder,McCallum,V6,4.7,3,
10628,109858900,Boulder,Grindrite Sit,V9,4.3,9,
10629,106108578,Boulder,Spacehopper,V0,2.8,40,
10630,107032758,Boulder,Pretty In Pink,V2,4.1,14,
10631,107203687,Boulder,Who Love's Ya Baby?,V3,3.5,26,
10632,106643017,Boulder,Hands Free Slab,V0,3.5,26,
10633,106954490,Boulder,The Arete,V0-,3.8,20,
10634,106977777,Boulder,"A Flake As Marvelous As You, Veruca",V0-,3.9,16,
10635,106132966,Boulder,Unnamed 5,V0-,3.1,33,
10636,106070995,Boulder,Therapy,V7-8,4.2,10,
10637,107032753,Boulder,There Is No Party (Left Variation),V2,4.0,14,
10638,111648845,Boulder,Fingercrack,V0,4.1,12,
10639,106273857,Boulder,Liberation Management,V1,3.7,19,PG13
10640,106554760,Boulder,Hamtaro,V7-8,3.8,17,
10641,106068430,Boulder,Paper Crane,V8,4.2,9,
10642,106740032,Boulder,Bob Parrot (of Maine),V2,3.5,23,
10643,107915091,Boulder,Sexual Camel,V2,4.4,5,
10644,106068450,Boulder,Cholos,V9,4.1,11,
10646,107027023,Boulder,Run With Me,V2,3.5,23,
10647,112382233,Boulder,The Aquarium,V12,4.5,2,
10648,112475799,Boulder,Chrysler Crack,V0-,3.5,22,
10649,111683617,Boulder,Bubba Lobotomy,V12,4.5,2,
10650,106114148,Boulder,Tall Wall Middle,V3+,4.5,2,R
10651,106275497,Boulder,Masterbeat,V1,2.5,42,
10653,106126269,Boulder,T-Crack Left,V1,4.5,2,R
10654,106126289,Boulder,T-Crack Right,V1,4.5,2,R
10655,108730349,Boulder,Aquatic Hitchiker,V9+,3.9,13,
10656,116664985,Boulder,President Bush,V0,4.1,9,
10657,106275397,Boulder,Too Much For Mike Pope,V0+,3.4,24,PG13
10658,106669806,Boulder,The Crack Problem,V4,3.5,21,
10659,106093054,Boulder,Corporation Pop,V3,3.0,32,
10660,106563938,Boulder,Denton's Diversion,V7,3.9,12,
10661,106126708,Boulder,East Easy Rider,V5,3.1,28,
10662,106637367,Boulder,Hauck A Loogie - Var,V3,3.4,22,
10663,106731677,Boulder,Norwegian,V3,3.5,20,
10664,106068468,Boulder,It's All About Love,V8-,3.8,14,
10665,106997043,Boulder,Blood Simple,V4,4.3,3,PG13
10666,107946166,Boulder,Standing Ovation,V7,4.2,6,
10667,112289839,Boulder,Water Hazard Right,V7+,3.2,25,
10668,106322757,Boulder,Beefy Gecko,V11-,4.0,9,
10669,116582459,Boulder,Jug Start to Acid Wash,V7,3.8,12,
10670,106108604,Boulder,Sleeping Gas,V2,3.3,24,
10671,107461234,Boulder,Coors Is Light,V2,3.0,29,
10672,106329054,Boulder,Humpty Dumpty,V3,4.3,4,
10673,106642780,Boulder,Crystal,V3,3.6,17,
10674,106130398,Boulder,Crossed Paths,V1,3.7,15,PG13
10675,106086670,Boulder,Amphibian / Junkyard,V0+,3.1,27,
10676,106126749,Boulder,Grotesque Old Woman,V7,3.7,14,PG13
10677,106669600,Boulder,Sun Spot,V2,3.7,14,
10678,106108586,Boulder,Bouncing Babies,V0+,2.5,39,
10679,106126770,Boulder,Through the Heart,V1-2,3.2,24,
10680,112520755,Boulder,Spoiled Blond,V4,3.9,10,
10681,106132923,Boulder,Unnamed 2,V1,2.7,35,
10682,108621109,Boulder,Kojakian Wisdom Reworked,V4,3.9,10,
10683,106123695,Boulder,Prostrate to the Higher Mind,V5,3.8,11,
10684,112475919,Boulder,Can't Get Around Getting Around,V1,3.6,16,
10685,106642988,Boulder,Still Life,V2,3.5,17,
10686,108493617,Boulder,Redrum Sit,V10,3.8,10,
10687,106087683,Boulder,Come Together,V7,3.8,10,
10688,106086693,Boulder,Slight Inducement Right,V2,3.5,16,
10689,106275506,Boulder,Dance Mix,V2,2.9,28,
10690,106086097,Boulder,Weasel Robbers,V1,3.4,18,
10691,107491869,Boulder,Mothership Connected,V6,3.7,11,
10692,106132938,Boulder,Up Your Skirt Right,V2,2.9,27,
10693,106086167,Boulder,Wavy Gravy Direct,V3,3.9,8,
10694,108061573,Boulder,Browning Variation,V4,3.9,8,PG13
10695,108819564,Boulder,Cow Skull,V5,3.7,12,
10696,112501954,Boulder,He Got Game Right,V10-11,4.0,5,PG13
10697,106322848,Boulder,The Ninth Wave,V9,4.0,5,
10698,107032713,Boulder,Blood Kin Sit,V4,4.0,5,
10699,107032686,Boulder,Jormungand,V0+,4.0,5,R
10700,107035596,Boulder,Hole in my Heart,V1,3.1,22,
10701,112502006,Boulder,The Gleaner Sit,V10,3.9,7,
10702,106322832,Boulder,Mr. Mackey,V7,3.9,7,
10704,107018224,Boulder,Fear of the Unknown (Sit),V5,4.0,4,PG13
10705,106331192,Boulder,Rheinstor,V6,3.5,14,
10706,106275444,Boulder,Lack Luster,V0-,2.9,27,
10707,107566452,Boulder,Kipper Snapper,V1,3.7,10,
10708,107032732,Boulder,You Can Cry If You Want To,V1,3.7,10,
10709,106086059,Boulder,Elephant Graveyard,V0,3.1,22,
10710,112475862,Boulder,Groundhog Day,V5,3.6,11,
10711,106278623,Boulder,Auto-gedden,V2,3.1,22,
10712,106637372,Boulder,Hauck A Loogie - Sit Start,V5,3.5,13,
10713,107898115,Boulder,Sacr̩ Coeur,V3,3.4,16,
10714,107018119,Boulder,Boneless Herring,V0,3.4,16,
10715,106108658,Boulder,Brown Slab,V0-,3.4,16,PG13
10716,106132000,Boulder,Dumb,V0-,2.9,25,
10717,109971104,Boulder,Prozac,V9,4.0,3,
10719,106086108,Boulder,Jugs of Life,V1,3.4,15,
10720,106126834,Boulder,Golden Child,V9,4.0,3,
10721,106095542,Boulder,Give Me A Rim Job,V6,4.0,3,
10722,106095536,Boulder,Mr Frosty,V8-,4.0,3,
10723,106322785,Boulder,Undercling Problem,V3,3.1,21,
10724,120026704,Boulder,Slow Dance Right aka Mandance,V11,4.0,2,
10725,106331174,Boulder,Carnivore Hate Devil,V4,3.2,18,
10726,106322791,Boulder,Water Hazard,V10,3.3,16,
10727,120398267,Boulder,Ash's Roof Crack,V4,4.0,2,
10728,107898187,Boulder,Galerie des Glaces,V2,3.7,9,
10729,106669836,Boulder,Hot Pants,V5+,3.7,9,
10730,107541948,Boulder,WORK is a Four Letter Word,V6,3.3,16,
10731,106637320,Boulder,Chemical Romance,V2,3.0,23,
10732,114059031,Boulder,The Sloth,V9+,4.0,2,PG13
10733,109877074,Boulder,Gleaner Variation,V5,4.0,2,
10734,111725408,Boulder,DB's Top Shelf,V7,4.0,2,
10735,112523238,Boulder,Through the Window,V8,4.0,2,
10736,111693593,Boulder,Super Froz,V9,4.0,2,
10737,106322741,Boulder,Beautiful Gecko,V12,4.0,2,
10738,112523312,Boulder,Guilty Conscience,V6,4.0,2,
10739,107045732,Boulder,Alex Patterson,V5,3.5,12,
10740,112348224,Boulder,Problem A,V1+,4.0,2,
10742,108061584,Boulder,Unnamed,V4,4.0,2,PG13
10743,107898170,Boulder,King Louis,V1,3.5,12,
10744,106131955,Boulder,Carpenters Arete,V0+,2.5,31,
10745,106669864,Boulder,The Overhanging Nose,V0+,3.3,15,
10746,106086085,Boulder,Durban Poison,V0-,2.9,24,
10747,111515240,Boulder,"Hit the High Hard One, Sit",V9,3.7,7,
10748,106669872,Boulder,Funkadella Bdelia,V0,2.8,26,
10749,106326694,Boulder,Cilley Mantel,V0,2.8,26,
10750,112523189,Boulder,Denton's Remorse,V10,3.8,5,
10751,118145698,Boulder,Thug is life,V7-8,4.0,1,
10752,118816453,Boulder,Eons of Van Dikes,V1,4.0,1,R
10753,108763198,Boulder,Action Jackson,V10,3.8,5,
10754,118813693,Boulder,All hands on deck,V0,4.0,1,R
10755,116145253,Boulder,Guantanamera,V3,4.0,1,
10756,112795838,Boulder,Banana-rang Delight,V5,4.0,1,
10757,118131214,Boulder,One Second,V8-9,4.0,1,
10758,114076384,Boulder,Gasperini,V11-12,4.0,1,
10759,108046897,Boulder,Tin Man,V4-5,4.0,1,
10760,120292697,Boulder,Mad Cow,V11,4.0,1,
10761,116100150,Boulder,Hong Kong Phooey,V6,4.0,1,
10762,116069980,Boulder,Bruiser Boulder,V6,4.0,1,
10763,114171232,Boulder,The Extrapolator,V6-7,4.0,1,PG13
10764,108512399,Boulder,Squeeze Job,V6,4.0,1,
10765,106079174,Boulder,Denton Calhoun,V11,4.0,1,
10766,108512416,Boulder,Bigs Cafe,V6,4.0,1,
10767,111470757,Boulder,Hematoma,V6,4.0,1,PG13
10768,108152988,Boulder,Tunnel Vision,V2+,4.0,1,
10769,107814380,Boulder,the_sphinx,V2,4.0,1,
10770,107045640,Boulder,Powis Traverse,V6,3.8,5,
10771,108559728,Boulder,The Greatest Imperfection...,V6,3.8,5,PG13
10772,108621085,Boulder,Scoop,V0,4.0,1,
10773,107939685,Boulder,Problem A,V3,4.0,1,PG13
10775,107538976,Boulder,Off the couch & Up the nose,V2-3,4.0,1,
10777,106642998,Boulder,Oil On Canvas,V1,3.1,21,
10779,106554775,Boulder,East Arete,V5,4.0,1,
10780,106976668,Boulder,An Art of Leisure,V2,3.4,13,
10781,106617228,Boulder,Death Star 2000,V8,3.6,8,
10782,106669842,Boulder,Up For The Down Stoke,V4,2.8,25,
10783,106669877,Boulder,Parliament,V0,2.8,25,
10784,106617389,Boulder,My Fingers In Your Brain,V4,3.5,11,
10785,106279685,Boulder,Western Motif,V2,3.6,9,
10786,109724177,Boulder,Mothers of Perpetual Indulgence,V0,3.5,10,
10787,114115528,Boulder,Slunk Left,V7-,3.3,14,
10788,107045626,Boulder,Sidepull Problem,V5,3.3,14,
10789,106086162,Boulder,Hog Farm,V0-1,2.6,27,
10790,106068454,Boulder,Low Rider,V10-,3.7,6,
10791,106132018,Boulder,Beat It,V3,3.1,17,
10792,108593019,Boulder,Flawed Genius,V5,3.7,6,
10793,112397879,Boulder,Azzeed Jiz,V3,3.1,18,
10794,111683630,Boulder,Bubba: The Legend,V10-11,3.8,4,
10795,114261208,Boulder,Pocket Traverse,V3-4,3.8,4,
10796,107483008,Boulder,A Happy Slapping,V4,3.8,4,PG13
10797,107018215,Boulder,Big Slab,V0,3.8,4,R
10798,109724191,Boulder,There is no Party Left (variation),V3,3.8,4,
10799,106637379,Boulder,Hauck a Loogie Eliminate,V7,3.8,4,
10800,111683515,Boulder,Dance the Night Away,V8,3.3,12,
10801,106100016,Boulder,Big Dick American Hero,V3,3.6,7,
10802,111726288,Boulder,Vampyros Lesbos,V6,3.5,8,
10803,108060014,Boulder,Fluffy Little Clouds,V2,3.5,8,
10804,106068485,Boulder,Water Colors,V7,3.5,8,
10805,106997387,Boulder,Flying Saucer,V0+,3.5,8,
10806,106669824,Boulder,Emma,V2,3.0,18,
10808,106108644,Boulder,Unnamed 1,V0,3.1,16,
10809,106132957,Boulder,Unnamed 4,V3,3.1,16,
10810,114170968,Boulder,Son of Safesurfer,V6,3.6,5,
10811,111689049,Boulder,Dove Direct,V9,3.6,5,
10812,106086071,Boulder,Incoming,V0,3.3,12,
10813,109724183,Boulder,Pretty in Pink - Left Variation,V4,3.6,5,
10814,107003633,Boulder,"Giggle, Giggle",V3-,3.4,9,
10815,106108551,Boulder,Chewed Out,V4,3.0,17,
10816,106093077,Boulder,Vision Arete,V1,2.9,20,
10817,106977720,Boulder,"Veruca Salt, I Want You",V0-,3.1,14,
10818,118233987,Boulder,Swing Your Partner Round,V2,3.7,3,
10819,111782756,Boulder,This Is How We Do It...,V8-,3.7,3,
10820,112513071,Boulder,Enter The Dragon,V9,3.7,3,
10821,111683948,Boulder,The Bubba Butt Buster,V11,3.7,3,
10822,112499980,Boulder,Tim's Fred Traverse,V9+,3.7,3,
10823,106275413,Boulder,It's The Altitude,V2,3.3,11,PG13
10824,112523224,Boulder,Soul Window,V8,3.7,3,
10825,112776962,Boulder,Brother Law,V4,3.7,3,
10826,107898149,Boulder,Size Matters,V3,3.7,3,
10827,106279696,Boulder,Westward Expansion,V7,3.7,3,
10828,106329079,Boulder,Trucker Fucker,V6,3.7,3,
10830,106329071,Boulder,Humpty Dumpty Low,V7,3.7,3,
10831,106086113,Boulder,Indicision,V0+,2.8,21,
10832,111683979,Boulder,Bubba Gets Committed,V10,3.5,6,
10833,108306184,Boulder,Unknown,V1,3.3,10,
10834,106997394,Boulder,Antigravity Geobat,V3,3.5,6,
10835,106642891,Boulder,Laughing Cow,V1+,3.5,6,
10836,107018182,Boulder,Kung-Fu Grip Left,V3,3.5,6,
10837,119346000,Boulder,Must Climb Higher,V0+,3.4,7,
10838,114197422,Boulder,Baby Tooth,V0,3.3,9,
10839,106637311,Boulder,Let The Happiness In,V4,3.3,9,PG13
10840,107018135,Boulder,Fish Sticks,V2,3.3,9,
10841,106279731,Boulder,Hand to Hand Combat Traverse,V7,3.4,7,
10842,106275426,Boulder,It's The Add-itude,V3,3.4,7,
10843,109137876,Boulder,Weapons of Mass Distraction,V5,3.2,12,
10844,107091533,Boulder,Maximum Relaxum,V3,3.4,8,R
10845,106637358,Boulder,Hauck A Loogie,V2+,3.1,14,
10846,109140312,Boulder,Riding the Gravy Train,V1,2.7,21,
10847,106132916,Boulder,Unnamed 1,V3,2.9,16,
10848,112529729,Boulder,Able-Bodied Goblin,V2,3.2,11,
10849,111683804,Boulder,Dancing in the Street,V4,3.1,13,
10850,106086659,Boulder,Future Planet of Style,V0-,2.2,30,
10851,106273831,Boulder,Wow Is Me,V0,2.9,17,
10852,107864799,Boulder,Pottenger's Wish List,V3,3.1,13,
10853,106642768,Boulder,Diamond,V2,3.1,13,
10854,111726377,Boulder,Frostbite,V8,3.5,4,
10855,111726432,Boulder,A Big Round of Applause,V8,3.5,4,
10856,109140038,Boulder,In-between,V3,3.5,4,
10857,107205646,Boulder,Red Light District,V8,3.5,4,
10858,106642901,Boulder,Pop-A-Wheelie,V4,3.5,4,
10859,106731665,Boulder,Blue,V2,3.0,14,
10860,107045700,Boulder,Problem C,V4,3.5,4,
10861,106052578,Boulder,War Drum,V4,2.9,15,
10862,106669605,Boulder,Sun Spot Right,V4,3.1,12,
10863,107045656,Boulder,Number One,V3,3.2,9,
10864,107045738,Boulder,Orb Short,V4,3.2,9,
10865,112501940,Boulder,More Water Less Power,V5+,3.4,5,
10866,120076226,Boulder,Have a Cigar,V1,3.4,5,
10867,112574292,Boulder,Crack Happy,V3,3.4,5,
10868,107940077,Boulder,Pop-A-Tendon Dyno,V6,3.4,5,
10869,106617414,Boulder,Molly Variation,V6,3.4,5,
10870,107939718,Boulder,Top Gun,V3,3.4,5,
10871,106739946,Boulder,Parrot Fashion,V0,3.3,8,
10872,107045690,Boulder,Problem A,V1,3.4,5,
10873,106069039,Boulder,SIN Variation Start,V6,3.3,7,
10874,106275341,Boulder,Tin Medusa Left,V2,3.3,6,
10875,106070999,Boulder,Pappa Chubby,V6,3.3,6,
10876,106669614,Boulder,Any Which Way But Loose,V0+,3.3,6,
10877,106086103,Boulder,X-Static,V0-,2.9,15,
10878,106739995,Boulder,Sad Parrot,V3,2.8,16,
10879,118145993,Boulder,Biohazard,V8,3.5,2,
10880,108924183,Boulder,Swordfish Trombone,V11-12,3.5,2,
10881,114076715,Boulder,Mister Gorgeous,V1,3.5,2,PG13
10882,112513100,Boulder,Honalee,V8,3.5,2,
10883,108574131,Boulder,Supersonic,V8,3.5,2,
10884,107939656,Boulder,Problem A,V0,3.1,10,
10885,109724237,Boulder,Erect,V0,3.5,2,
10886,108620915,Boulder,Winter Sun,V2,3.5,2,
10887,106740015,Boulder,Rad Parrot,V7,3.5,2,
10888,106114159,Boulder,Tall Wall Left,V1,3.5,2,R
10890,108538909,Boulder,Ainvar,V2+,2.9,13,
10891,106669883,Boulder,Problem A,V0,2.5,21,
10892,111894972,Boulder,Savannah,V4,3.1,9,
10893,108730377,Boulder,Froz,V7,3.1,9,
10894,112475780,Boulder,Zero,V0,2.8,15,
10895,107064199,Boulder,Meth Squealer,V2,2.8,15,
10896,106086665,Boulder,Don't Box Me In,V1,2.5,21,
10897,106273879,Boulder,Topsy-Turvy Times,V0,2.9,12,R
10898,120538005,Boulder,Unsolved Murder,V4,3.3,3,
10899,106740008,Boulder,Bad Parrot,V0+,2.6,17,
10900,118315325,Boulder,Tie Me Up With Kindness,V7,3.3,3,
10901,106275356,Boulder,Time To Play,V0-,3.1,7,
10902,107323717,Boulder,Durban Poison Variation,V1,3.1,7,
10903,107541927,Boulder,Hair Trigger - Variation,V5,3.1,7,
10904,112505733,Boulder,Disco Hulk,V9,3.3,3,
10905,112513113,Boulder,Flabmaster,V9,3.3,3,
10906,111648825,Boulder,Sue Me,V1,3.3,3,
10907,111726310,Boulder,Vampyros Rheinstor,V7,3.3,3,
10908,106322788,Boulder,Bubba Escapes the Ward,V9,3.3,3,
10909,108034398,Boulder,Poltergeist,V7-,3.3,3,
10910,106079231,Boulder,Natural Philosophy,V6,3.3,3,
10911,107203656,Boulder,Sloth Stand Start,V5,3.3,3,
10912,107203702,Boulder,Stavros,V1,2.7,15,
10913,107530006,Boulder,Wicca Tower,V0-,3.2,6,
10914,106997037,Boulder,Coen,V3,3.2,6,
10915,106915474,Boulder,White Men Can't Jump,V3,3.2,6,
10916,107045708,Boulder,Problem D,V2,3.2,6,
10918,109724206,Boulder,Freek Flag,V4,3.2,5,
10919,106126727,Boulder,Take the Force of the Blow,V6,3.3,4,
10920,106996987,Boulder,Wicca Warrior,V2,3.3,4,R
10921,106330637,Boulder,Stroking the Walrus,V7-8,3.0,9,
10922,106977901,Boulder,Garbage Chute,V0,3.2,5,
10923,107898159,Boulder,Baroque,V3,3.2,5,
10924,106643006,Boulder,Oil on Canvas - Alternate,V2,3.3,4,
10925,106669799,Boulder,Chef's Arete,V5,3.2,5,
10926,106669855,Boulder,The Short Arete,V3+,3.3,4,
10927,106132949,Boulder,Unnamed 3,V2,2.7,14,
10928,111656550,Boulder,Slow Dance,V10,3.0,8,
10929,108058267,Boulder,Hit the High Hard One,V3,3.0,8,
10930,108538917,Boulder,The Vibe,V0,3.0,8,
10931,107203693,Boulder,Toxygene,V1,2.5,18,
10934,106637341,Boulder,Gotta Be Kidding Me,V5,2.9,9,
10935,112501972,Boulder,The Orb,V7,3.0,6,
10936,106330645,Boulder,Sabersonic,V7,3.0,6,
10937,106976618,Boulder,September's Here Again,V3,3.0,6,
10938,106068427,Boulder,Orange Crush,V7-,3.0,6,
10939,106331151,Boulder,Brilliant Trees,V3,2.7,11,
10940,107045606,Boulder,Pocket Problem,V3+,2.9,8,
10941,112475711,Boulder,Zero Hero,V0,3.0,5,
10942,111726269,Boulder,Shaft,V5,3.0,5,
11018,106047506,Boulder,Like a Virgin,V3,4.9,17,R
11020,106047551,Boulder,JBs Seam,V6,4.9,8,
11021,108552045,Boulder,Mad Max,V7,5.0,5,
11025,118996347,Boulder,The Road,V6,5.0,1,
11026,109697287,Boulder,Welcome to the Thunderdome,V9,5.0,1,
11027,106279849,Boulder,Parking Area Prow,V3,5.0,1,
11028,108208006,Boulder,Judgement Day,V2,5.0,1,R
11029,108940709,Boulder,Charlie Don't Surf,V4,3.9,19,
11030,106048542,Boulder,Problem R,V3,3.8,18,
11032,118771382,Boulder,Undercling Problem,V3,4.5,2,
11033,108166135,Boulder,The Scoop,V2,4.0,11,
11034,106262569,Boulder,Ice Cream Arete,V5,4.1,8,
11036,106185396,Boulder,The Hole,V3,4.2,6,PG13
11037,110581232,Boulder,The Tiger,V7,4.2,5,
11038,108165923,Boulder,Finger Buckets,V2,4.2,5,
11039,108165932,Boulder,Finger Buckets SDS,V3,4.2,5,
11040,108940724,Boulder,Apocalypse Now Stand,V3,3.7,15,
11041,106048668,Boulder,Problem L,V3,3.7,14,
11042,109697230,Boulder,Canned Goods,V6,3.9,9,
11043,108162258,Boulder,Getting Warm,V3,3.5,16,
11045,106266023,Boulder,Problem C,V2+,4.0,5,
11046,106048633,Boulder,Problem G,V0,3.8,10,
11049,106047688,Boulder,Problem O,V0+,3.5,13,
11051,110564038,Boulder,Sasquatch Gets Wasted,V7,4.0,3,
11052,110563804,Boulder,Problem A,V2,4.0,3,PG13
11053,109697250,Boulder,Apocalypse Now,V7,3.8,6,
11054,110564088,Boulder,Problem D,V6,3.8,6,
11055,106048650,Boulder,Problem I,V2,3.8,6,
11056,118816923,Boulder,Smooth Wall,V4,4.0,2,
11064,108406300,Boulder,Cresent Face,V6,4.0,2,
11065,108316587,Boulder,High On Crack,V0,4.0,2,
11066,119225417,Boulder,Bachar Ladder,V5,4.0,1,
11067,119270174,Boulder,The Countdown,V9-,4.0,1,
11069,119270035,Boulder,Last Man Standing,V8,4.0,1,
11082,108426070,Boulder,Crimp face,V1+,4.0,1,PG13
11083,108207890,Boulder,The Hour Glass,V1,4.0,1,PG13
11084,106047243,Boulder,The Dyno,V7,4.0,1,
11085,106185490,Boulder,Problem I,V0+,4.0,1,
11086,110564069,Boulder,Problem C,V4,3.7,6,
11088,106047440,Boulder,Problem F,V2+,3.8,4,
11089,108316607,Boulder,Dime Bag,V3,3.6,7,
11090,106185405,Boulder,Problem O,V0+,3.6,7,
11091,106047670,Boulder,Problem N,V2,3.6,7,
11092,108316489,Boulder,Problem B,V4,3.4,10,
11093,106048682,Boulder,Problem N,V0,3.4,9,
11100,108316521,Boulder,The Diamond Arete,V5,3.7,3,
11101,108316560,Boulder,Problem C,V5,3.7,3,
11102,106497489,Boulder,Problem N - SDS,V4-,3.7,3,
11104,106047499,Boulder,Problem G,V2,3.5,6,
11106,112197893,Boulder,Messin' with Sasquatch,V7,3.5,4,
11107,106048625,Boulder,Problem F,V0+,3.5,4,
11108,108162290,Boulder,Black Sabbath,V5,3.1,12,
11110,117255222,Boulder,Drug Ascent,V0,3.4,5,
11111,108207993,Boulder,One Eyed,V6,3.4,5,
11112,108165992,Boulder,Spike,V2,3.4,5,
11113,106266029,Boulder,Problem D,V1+,3.5,6,
11114,108162276,Boulder,Wet Ones,V3,3.3,6,
11115,106262537,Boulder,Problem D,V3,3.4,7,
11131,108406244,Boulder,Dope Man,V6,3.5,2,
11132,106466978,Boulder,Problem F',V1,3.5,2,
11133,106047565,Boulder,Problem K,V1+,3.5,2,
11134,106185476,Boulder,Problem F,V0-,3.5,2,
11136,109084934,Boulder,Waffle Cone,V4,3.1,7,
11138,108162233,Boulder,Tree Problem,V2,2.7,16,
11139,108940696,Boulder,Napalm Bomb,V5,3.3,3,
11140,110563817,Boulder,Gigantopithecus,V7,3.3,3,
11142,108165916,Boulder,Mr Moore,V4,3.3,3,
11143,106185438,Boulder,Problem J,V1,3.3,3,
11144,106262417,Boulder,Problem D,V1,3.3,3,
11145,106048615,Boulder,Problem E,V0+,3.2,6,
11146,108166186,Boulder,Big Reach Arete,V0+,3.3,4,
11147,106048528,Boulder,Problem P,V0,2.8,13,
11148,106262409,Boulder,Problem C,V0,2.9,10,
11149,106047416,Boulder,Problem C,V1,3.0,6,
11150,106048675,Boulder,Problem M,V0+,3.0,5,
11151,106497495,Boulder,Problem P,V5,3.0,4,
11152,108166106,Boulder,Problem D,V0,3.0,4,
11153,106048536,Boulder,Problem Q,V0,2.7,10,
11156,108207163,Boulder,Insider 'er,V2,3.0,3,
11157,108162308,Boulder,Problem A,V0,2.8,8,
11158,108406251,Boulder,Dope Man Short,V4,3.0,3,
11159,108166175,Boulder,[Redacted],V0+,3.0,3,
11160,106497502,Boulder,Problem Q,V3,3.0,3,
11161,106047429,Boulder,Problem E,V2,3.0,3,
11162,106048663,Boulder,Problem K,V2,3.0,3,
11163,106048658,Boulder,Problem J,V2,3.0,3,
11164,110564047,Boulder,Problem A,V1,2.8,6,
11165,119143235,Boulder,White and Nerdy,V6,3.0,2,
11166,118816251,Boulder,Center Face,V4,3.0,2,PG13
11167,119143195,Boulder,Riding Dirty,V7,3.0,2,
11168,118816736,Boulder,Warm Up Face,V0-,3.0,2,R
11169,119188277,Boulder,Riding Dirty Left,V8,3.0,2,
11171,115734512,Boulder,Two Moves of Fury,V9,3.0,2,
11173,110564060,Boulder,Problem B,V5,3.0,2,
11174,110564030,Boulder,Mara's Problem,V4,3.0,2,
11175,108162317,Boulder,Wet Wonder,V6,3.0,2,
11176,108207105,Boulder,The Human Sleeping Bag,V2,3.0,2,
11177,108166209,Boulder,Jake's Traverse,V1,3.0,2,
11178,108207133,Boulder,Zach's Problem,V4+,3.0,2,
11179,108166027,Boulder,Problem E,V0,3.0,2,
11180,108207931,Boulder,Problem B,V3,3.0,2,
11181,108166032,Boulder,Problem F,V1,3.0,2,
11182,107153308,Boulder,"Not So High, but High Enough",V0,3.0,2,PG13
11183,106262559,Boulder,Problem F,V1+,3.0,2,
11184,106262547,Boulder,Problem E,V2,3.0,2,
11185,106185454,Boulder,Problem A,V0+,3.0,2,PG13
11187,118816344,Boulder,Belly Button,V4,3.0,1,
11188,119262404,Boulder,Fluttery Hartley,V6,3.0,1,
11190,117836613,Boulder,Problem E',V2+,3.0,1,
11201,110856890,Boulder,Cherry Garcia,V5,3.0,1,
11204,109697271,Boulder,War Pigs,V7,3.0,1,
11205,108389309,Boulder,Narisara,V2-3,3.0,1,
11206,110200454,Boulder,Flaky Face Right,V4,3.0,1,
11207,110563860,Boulder,Problem B,V1,3.0,1,
11208,110200393,Boulder,Action Man,V1,3.0,1,
11209,110563867,Boulder,Problem A,V3,3.0,1,
11210,110200448,Boulder,Flaky Face Left,V3,3.0,1,
11211,108389495,Boulder,Rail slide,V1+,3.0,1,
11212,108389437,Boulder,Shamrock,V2,3.0,1,X
11213,108162350,Boulder,Desperate Measures,V6,3.0,1,
11214,108207086,Boulder,Feeding a Tic-Tac to a Whale,V2,3.0,1,
11215,108207097,Boulder,Hotdog in a Hallway,V4,3.0,1,
